"my_label","Protein.IDs","Gene.names","Peptides","Razor...unique.peptides","Unique.peptides","Sequence.coverage....","Mol..weight..kDa.","Sequence.length","log2.LFQ.intensity.YKAF000_01","log2.LFQ.intensity.YKAF000_02","log2.LFQ.intensity.YKAF000_03","log2.LFQ.intensity.YKAF000_04","log2.LFQ.intensity.YKAF020_02","log2.LFQ.intensity.YKAF020_03","log2.LFQ.intensity.YKAF020_04","imputed.log2.LFQ.intensity.YKAF000_01","imputed.log2.LFQ.intensity.YKAF000_02","imputed.log2.LFQ.intensity.YKAF000_03","imputed.log2.LFQ.intensity.YKAF000_04","imputed.log2.LFQ.intensity.YKAF020_02","imputed.log2.LFQ.intensity.YKAF020_03","imputed.log2.LFQ.intensity.YKAF020_04","mean2_naimp_meas_YKAF000","mean2_naimp_meas_YKAF020","value_count_YKAF000","value_count_YKAF020","pvalue_YKAF020_YKAF000","log10.pvalue_YKAF020_YKAF000","difference_YKAF020_YKAF000","enriched_YKAF020_YKAF000"
"FUI1","YBL042C","FUI1",3,3,3,5.5,72.164,639,25.6277850033806,NA,24.9722418619679,24.8519571566817,24.4395534424802,NA,NA,25.6277850033806,24.1356948095112,24.9722418619679,24.8519571566817,24.4395534424802,23.8269256670203,22.8543738854217,24.8969197078853,23.7069509983074,3,1,0.104206607032929,0.982104744501214,-1.18996870957795,FALSE
"COR1","YBL045C","COR1",15,15,15,49.9,50.227,457,31.1662064006686,31.2327789406226,31.3826766278302,31.3762729022149,31.1756945126079,30.8751090172359,31.0920703168799,31.1662064006686,31.2327789406226,31.3826766278302,31.3762729022149,31.1756945126079,30.8751090172359,31.0920703168799,31.2894837178341,31.0476246155745,4,3,0.0930707480310309,1.03118679554837,-0.241859102259529,FALSE
"EDE1","YBL047C","EDE1",27,27,27,24.3,150.78,1381,31.0400930261023,31.0432911118293,31.1914883346616,31.0060445700587,30.8590502597059,31.0251842018141,30.9728854851536,31.0400930261023,31.0432911118293,31.1914883346616,31.0060445700587,30.8590502597059,31.0251842018141,30.9728854851536,31.070229260663,30.9523733155579,4,3,0.133707338238059,0.873844756770629,-0.117855945105106,FALSE
"SEC17","YBL050W","SEC17",11,11,11,64,32.802,292,28.5757493289704,28.914533631977,28.8838147605286,28.797611066421,28.8095888187079,28.5001327674278,28.5825843721204,28.5757493289704,28.914533631977,28.8838147605286,28.797611066421,28.8095888187079,28.5001327674278,28.5825843721204,28.7929271969743,28.630768652752,4,3,0.243182901186064,0.614066964685492,-0.162158544222226,FALSE
"PIN4","YBL051C","PIN4",4,4,4,8.1,73.775,668,27.7947017196765,27.6708091219891,27.6515049285966,27.2868315595447,26.8849502251267,27.5919210789951,27.3416382610806,27.7947017196765,27.6708091219891,27.6515049285966,27.2868315595447,26.8849502251267,27.5919210789951,27.3416382610806,27.6009618324517,27.2728365217341,4,3,0.252485624860255,0.597763343175366,-0.328125310717621,FALSE
"TOD6","YBL054W","TOD6",6,6,6,16.4,59.225,525,NA,NA,NA,NA,26.1201079644825,26.2115412295165,26.5013938048082,23.5859608664853,23.9155261141125,24.3949469615497,23.7947422868425,26.1201079644825,26.2115412295165,26.5013938048082,23.9227940572475,26.2776809996024,0,3,0.000111360446487849,3.95326903647255,2.35488694235488,TRUE
"YBL055C","YBL055C","YBL055C",9,9,9,28.7,47.389,418,28.1312409141605,28.2496594068926,27.993668689011,28.2199732763479,28.0681496209907,28.0093990391756,28.0071546801883,28.1312409141605,28.2496594068926,27.993668689011,28.2199732763479,28.0681496209907,28.0093990391756,28.0071546801883,28.148635571603,28.0282344467849,4,3,0.124843143084905,0.903635305953139,-0.120401124818152,FALSE
"PTC3","YBL056W","PTC3",6,6,6,15.4,51.331,468,28.8667336189279,29.3294356913634,29.2850683045698,29.4369831786709,28.8660850709103,28.7105984173854,29.226028499296,28.8667336189279,29.3294356913634,29.2850683045698,29.4369831786709,28.8660850709103,28.7105984173854,29.226028499296,29.229555198383,28.9342373291972,4,3,0.204059944564347,0.690242235665607,-0.295317869185773,FALSE
"PTH2","YBL057C","PTH2",3,3,3,13.9,22.435,208,26.5048824974275,26.6347800367153,26.2282462186683,26.3376630028683,26.1428144417845,26.2845389075701,25.9558439172387,26.5048824974275,26.6347800367153,26.2282462186683,26.3376630028683,26.1428144417845,26.2845389075701,25.9558439172387,26.4263929389199,26.1277324221978,4,3,0.0749804970015966,1.12505168522234,-0.298660516722109,FALSE
"SHP1","YBL058W","SHP1",14,14,14,52.5,46.987,423,30.3910001879615,30.3971349741336,30.2584474241626,30.1527931588517,30.0987357898503,30.3004023828828,30.1089881073134,30.3910001879615,30.3971349741336,30.2584474241626,30.1527931588517,30.0987357898503,30.3004023828828,30.1089881073134,30.2998439362773,30.1693754266822,4,3,0.203655717101295,0.691103393725814,-0.130468509595161,FALSE
"PRX1","YBL064C","PRX1",9,9,9,49.8,29.495,261,28.7949185754578,29.0616500000548,29.1211460702293,28.8896572278043,28.8642262507462,28.5894586238124,28.7119442916495,28.7949185754578,29.0616500000548,29.1211460702293,28.8896572278043,28.8642262507462,28.5894586238124,28.7119442916495,28.9668429683865,28.721876388736,4,3,0.0791919840515372,1.1013187762182,-0.244966579650491,FALSE
"PRS4","YBL068W","PRS4",13,13,10,44.5,35.72,326,29.721053308549,29.7029424865396,29.3597402789883,29.4107223171352,29.3570992081171,29.4997717254979,29.0127057723251,29.721053308549,29.7029424865396,29.3597402789883,29.4107223171352,29.3570992081171,29.4997717254979,29.0127057723251,29.548614597803,29.28985890198,4,3,0.215689788712279,0.666170414985001,-0.258755695822956,FALSE
"AST1","YBL069W;YBL068W-A","AST1",7,7,6,20.7,48.348,429,26.626309499124,26.6669553522195,26.8329182069751,26.7261144023462,27.1371174804972,26.9773828255127,27.1505434264474,26.626309499124,26.6669553522195,26.8329182069751,26.7261144023462,27.1371174804972,26.9773828255127,27.1505434264474,26.7130743651662,27.0883479108191,4,3,0.00530791511248601,2.27507603126233,0.375273545652917,FALSE
"RPS8B","YER102W;YBL072C","RPS8B",11,11,11,61,22.489,200,34.3143952073791,34.3757422878885,34.3892700686707,34.2359911968093,33.8555459382954,34.1167537361445,33.9740829554644,34.3143952073791,34.3757422878885,34.3892700686707,34.2359911968093,33.8555459382954,34.1167537361445,33.9740829554644,34.3288496901869,33.9821275433014,4,3,0.027559862241471,1.55972295758874,-0.346722146885455,FALSE
"SSA3","YBL075C","SSA3",10,5,5,19.1,70.546,649,27.1789264854553,27.2972786012624,27.2100180275447,26.9238838211854,NA,25.9192759820724,NA,27.1789264854553,27.2972786012624,27.2100180275447,26.9238838211854,24.1186868742404,25.9192759820724,23.5832359530036,27.1525267338619,24.5403996031055,4,1,0.0642311401726151,1.19225436871795,-2.61212713075646,FALSE
"ILS1","YBL076C","ILS1",44,44,44,60.4,122.98,1072,34.1504344793939,34.0691201223386,34.1866709248502,34.1439129558833,34.266679737749,34.3086435017014,34.3997471100975,34.1504344793939,34.0691201223386,34.1866709248502,34.1439129558833,34.266679737749,34.3086435017014,34.3997471100975,34.1375346206165,34.3250234498493,4,3,0.0200092242924206,1.69876974754826,0.187488829232827,FALSE
"NUP170","YBL079W","NUP170",14,14,14,11.7,169.47,1502,27.5044582377448,27.2062029718418,27.1576917124494,26.8858812213942,26.924903273618,27.0652759299826,27.1327123013772,27.5044582377448,27.2062029718418,27.1576917124494,26.8858812213942,26.924903273618,27.0652759299826,27.1327123013772,27.1885585358575,27.0409638349926,4,3,0.350575949353217,0.45521788122984,-0.147594700864936,FALSE
"BOI1","YBL085W","BOI1",7,7,7,9.6,109.29,980,25.3897865022149,25.2414723250469,24.9635812255025,25.1457322398604,25.6014740676815,25.0480165048358,25.2982754509609,25.3897865022149,25.2414723250469,24.9635812255025,25.1457322398604,25.6014740676815,25.0480165048358,25.2982754509609,25.1851430731562,25.3159220078261,4,3,0.523537392720153,0.281052294172197,0.130778934669863,FALSE
"RPL23B","YER117W;YBL087C","RPL23B",8,8,8,73,14.473,137,33.4473915832788,33.8115346489885,34.0371497506016,33.8378955020848,34.1303972552518,34.0894680950626,34.0569820398075,33.4473915832788,33.8115346489885,34.0371497506016,33.8378955020848,34.1303972552518,34.0894680950626,34.0569820398075,33.7834928712384,34.092282463374,4,3,0.0847540098416926,1.07183974550335,0.308789592135561,FALSE
"MRP21","YBL090W","MRP21",5,5,5,24.9,20.394,177,26.7751756158147,27.0117998413434,26.6589445079191,26.2232826236624,26.5953401268066,26.3567928664612,26.24427004212,26.7751756158147,27.0117998413434,26.6589445079191,26.2232826236624,26.5953401268066,26.3567928664612,26.24427004212,26.6673006471849,26.3988010117959,4,3,0.230094550358875,0.638093667194443,-0.268499635389006,FALSE
"MAP2","YBL091C","MAP2",13,13,13,42.5,47.518,421,30.5272922634258,30.2798541111754,30.5706378991549,30.571090168835,29.988748039998,30.0338067632549,29.9332582377284,30.5272922634258,30.2798541111754,30.5706378991549,30.571090168835,29.988748039998,30.0338067632549,29.9332582377284,30.4872186106478,29.9852710136604,4,3,0.00280127393595197,2.55264441953945,-0.501947596987339,FALSE
"RPL32","YBL092W","RPL32",9,9,9,67.7,14.771,130,34.2612247788438,34.2937178795728,34.4625234944421,34.2078384002364,34.2334219642989,34.1609131465281,34.3436090838758,34.2612247788438,34.2937178795728,34.4625234944421,34.2078384002364,34.2334219642989,34.1609131465281,34.3436090838758,34.3063261382738,34.2459813982343,4,3,0.466665431297206,0.330994368716103,-0.0603447400395112,FALSE
"BRN1","YBL097W","BRN1",3,3,3,4,86.215,754,24.8759585315943,24.7131905671948,24.5272512427575,24.4683053438936,24.1955794693785,24.4133195740499,24.2157125054863,24.8759585315943,24.7131905671948,24.5272512427575,24.4683053438936,24.1955794693785,24.4133195740499,24.2157125054863,24.64617642136,24.2748705163049,4,3,0.0240686346802752,1.6185485448575,-0.371305905055113,FALSE
"BNA4","YBL098W","BNA4",6,6,6,15.4,52.429,460,26.5996025734001,26.4509374860571,25.9869811669271,26.2815530027757,26.7000175845047,26.7795654758791,26.7961261756054,26.5996025734001,26.4509374860571,25.9869811669271,26.2815530027757,26.7000175845047,26.7795654758791,26.7961261756054,26.32976855729,26.7585697453298,4,3,0.0437988855465906,1.35853693988685,0.428801188039785,FALSE
"ATP1","YBL099W","ATP1",19,19,19,61.5,58.607,545,33.2462934139362,33.0613506466629,33.381104151819,33.2809880336652,32.6415354821578,33.0638594304314,33.0518712563084,33.2462934139362,33.0613506466629,33.381104151819,33.2809880336652,32.6415354821578,33.0638594304314,33.0518712563084,33.2424340615208,32.9190887229659,4,3,0.12890497490561,0.889730321340455,-0.323345338554951,FALSE
"ECM21","YBL101C","ECM21",9,9,9,10.9,123.61,1117,26.4579034785822,26.207171648661,26.2414359553478,25.8449846026095,26.3786021891208,26.0986052914417,NA,26.4579034785822,26.207171648661,26.2414359553478,25.8449846026095,26.3786021891208,26.0986052914417,22.8564243482943,26.1878739213001,25.1112106096189,4,2,0.441636968938751,0.354934579449844,-1.07666331168118,FALSE
"SEA4","YBL104C","SEA4",8,8,8,11.5,117.63,1038,25.0357794072244,25.0837925585355,25.4051282158455,25.0510077528965,24.5704533323934,24.9251523635716,25.4507644774667,25.0357794072244,25.0837925585355,25.4051282158455,25.0510077528965,24.5704533323934,24.9251523635716,25.4507644774667,25.1439269836255,24.9821233911439,4,3,0.599737318667535,0.222038926337938,-0.161803592481569,FALSE
"PKC1","YBL105C","PKC1",8,8,8,7.8,131.48,1151,26.6258916294496,26.3022036720398,26.4830076821817,26.5522282855885,26.5463961796564,26.7342787886155,26.8863464943292,26.6258916294496,26.3022036720398,26.4830076821817,26.5522282855885,26.5463961796564,26.7342787886155,26.8863464943292,26.4908328173149,26.7223404875337,4,3,0.129408541097441,0.888037058836754,0.231507670218829,FALSE
"RER2","YBR002C","RER2",3,3,3,16.1,32.693,286,NA,NA,25.2394706288025,24.9766183101622,25.1179106500046,NA,NA,23.8806408775843,24.4464652767687,25.2394706288025,24.9766183101622,25.1179106500046,23.2079985367618,24.2472511986361,24.6357987733294,24.1910534618009,2,1,0.527713587582416,0.277601723453926,-0.444745311528543,FALSE
"COQ1","YBR003W","COQ1",6,6,6,17.5,52.559,473,26.2494333677161,26.4329121686013,26.4345992149653,26.3577158905808,26.4446802734316,26.5026385674919,26.7452215152821,26.2494333677161,26.4329121686013,26.4345992149653,26.3577158905808,26.4446802734316,26.5026385674919,26.7452215152821,26.3686651604659,26.5641801187352,4,3,0.153851978379338,0.812896914797054,0.195514958269307,FALSE
"UGA2","YBR006W","UGA2",6,6,6,13.1,54.189,497,27.4239826046609,27.3393461798603,26.5830508514751,27.1791163762145,25.7229138186383,26.0300218156334,26.2971386373966,27.4239826046609,27.3393461798603,26.5830508514751,27.1791163762145,25.7229138186383,26.0300218156334,26.2971386373966,27.1313740030527,26.0166914238895,4,3,0.00694612942117352,2.15825712911943,-1.11468257916324,TRUE
"HHF2","YNL030W;YBR009C","HHF2",7,7,7,77.7,11.368,103,32.7975724167648,32.8926926438449,32.7827319825443,32.9124578678661,32.8956386356065,32.5848391193913,32.6785236932517,32.7975724167648,32.8926926438449,32.7827319825443,32.9124578678661,32.8956386356065,32.5848391193913,32.6785236932517,32.846363727755,32.7196671494165,4,3,0.301013021850272,0.521414716381603,-0.126696578338546,FALSE
"HHT2","YNL031C;YBR010W","HHT2",5,5,5,61,15.356,136,31.3186704219194,30.8522935890754,30.6918726946106,30.6426332188833,30.2649475759473,30.5040793289991,30.5597406732459,31.3186704219194,30.8522935890754,30.6918726946106,30.6426332188833,30.2649475759473,30.5040793289991,30.5597406732459,30.8763674811222,30.4429225260641,4,3,0.0639804258263271,1.19395287376412,-0.433444955058071,FALSE
"IPP1","YBR011C","IPP1",21,21,21,88.2,32.299,287,34.0380497220176,34.0874145487254,34.2163203884275,34.2572253785085,34.2300607876269,34.2860245868298,34.153231206569,34.0380497220176,34.0874145487254,34.2163203884275,34.2572253785085,34.2300607876269,34.2860245868298,34.153231206569,34.1497525094197,34.2231055270086,4,3,0.308263879236645,0.51107736066835,0.073353017588822,FALSE
"GRX7","YBR014C","GRX7",6,6,6,19.2,22.565,203,27.3157047417718,27.3559028477839,27.1343780614492,27.5302910690008,27.6796943152581,27.526191759692,27.1539287872869,27.3157047417718,27.3559028477839,27.1343780614492,27.5302910690008,27.6796943152581,27.526191759692,27.1539287872869,27.3340691800014,27.4532716207457,4,3,0.545552841592944,0.26316317779645,0.119202440744274,FALSE
"MNN2","YBR015C","MNN2",19,19,19,38.7,67.773,597,29.9045483553905,29.8828241386424,29.8611968523487,29.8843534897661,29.7908703936737,29.8487168421391,29.6333948277362,29.9045483553905,29.8828241386424,29.8611968523487,29.8843534897661,29.7908703936737,29.8487168421391,29.6333948277362,29.8832307090369,29.7576606878497,4,3,0.18818235267486,0.725421106175925,-0.125570021187233,FALSE
"KAP104","YBR017C","KAP104",11,11,11,17,103.68,918,29.1390466255511,28.9148187270378,28.7605618456097,28.7335355394656,28.6677675280943,28.8017791465878,29.0164566618351,29.1390466255511,28.9148187270378,28.7605618456097,28.7335355394656,28.6677675280943,28.8017791465878,29.0164566618351,28.8869906844161,28.8286677788391,4,3,0.690982251934773,0.160533107453271,-0.0583229055769898,FALSE
"POA1","YBR022W","POA1",4,4,4,22,19.938,177,NA,27.0840562367458,NA,NA,25.7143178468422,NA,26.62784065325,23.7235888202088,27.0840562367458,24.0804340747431,23.6832466439526,25.7143178468422,23.6329399211115,26.62784065325,24.6428314439126,25.3250328070679,1,2,0.598076880726419,0.223242985360847,0.682201363155343,FALSE
"CHS3","YBR023C","CHS3",7,7,7,8.6,131.6,1165,28.8429305943427,28.1053456290963,29.0396486494159,28.9308357646693,29.5766685472651,29.0727560943292,29.513447020972,28.8429305943427,28.1053456290963,29.0396486494159,28.9308357646693,29.5766685472651,29.0727560943292,29.513447020972,28.729690159381,29.3876238875221,4,3,0.05578758687157,1.25346242387422,0.657933728141042,FALSE
"OLA1","YBR025C","OLA1",22,22,22,71.3,44.174,394,33.6415139495567,33.6322250222423,33.7368086192109,33.6779779175633,33.9538496793242,34.0022765376872,33.9208743616311,33.6415139495567,33.6322250222423,33.7368086192109,33.6779779175633,33.9538496793242,34.0022765376872,33.9208743616311,33.6721313771433,33.9590001928808,4,3,0.000433655164351676,3.36285547727763,0.286868815737513,FALSE
"ETR1","YBR026C","ETR1",12,12,12,41.1,42.066,380,29.4112680078376,29.3781763305755,29.3025610455447,29.3293287561502,28.7535657133774,29.0632197833495,28.9194010191664,29.4112680078376,29.3781763305755,29.3025610455447,29.3293287561502,28.7535657133774,29.0632197833495,28.9194010191664,29.355333535027,28.9120621719644,4,3,0.0310356201699965,1.50813957189237,-0.443271363062603,FALSE
"CDS1","YBR029C","CDS1",6,6,6,17.1,51.822,457,31.6370713674787,31.7052023295678,31.6017379373553,31.5461403939191,31.7137887249544,31.6388845579657,31.5357511162221,31.6370713674787,31.7052023295678,31.6017379373553,31.5461403939191,31.7137887249544,31.6388845579657,31.5357511162221,31.6225380070802,31.6294747997141,4,3,0.91610247578269,0.0380559431687231,0.00693679263380531,FALSE
"RKM3","YBR030W","RKM3",3,3,3,6.7,62.593,552,24.6379886086261,24.8314209087182,25.0361149079476,24.8765206935864,25.154257227976,24.5738080351186,NA,24.6379886086261,24.8314209087182,25.0361149079476,24.8765206935864,25.154257227976,24.5738080351186,23.0684042640764,24.8455112797196,24.2654898423903,4,2,0.449707339957084,0.347070023980103,-0.580021437329258,FALSE
"RPL4A","YBR031W","RPL4A",14,14,2,70.2,39.092,362,35.3735076848755,35.5504988797576,35.9092286172161,35.717889254076,35.8922719427014,35.7578439435297,35.7861204519624,35.3735076848755,35.5504988797576,35.9092286172161,35.717889254076,35.8922719427014,35.7578439435297,35.7861204519624,35.6377811089813,35.8120787793978,4,3,0.230315484997646,0.637676861762433,0.174297670416529,FALSE
"HMT1","YBR034C","HMT1",13,13,13,51.1,39.786,348,30.6990909555527,30.2680751291344,30.2378581546602,30.2061796783341,30.5586464098416,30.4011086414358,30.2443381007285,30.6990909555527,30.2680751291344,30.2378581546602,30.2061796783341,30.5586464098416,30.4011086414358,30.2443381007285,30.3528009794204,30.401364384002,4,3,0.755123422379223,0.121982058599294,0.0485634045815679,FALSE
"PDX3","YBR035C","PDX3",8,8,8,51.8,26.908,228,30.4785594628231,30.5199084302476,30.7019846971132,30.6935352647063,30.1077417184317,30.1904878730296,29.7150252236844,30.4785594628231,30.5199084302476,30.7019846971132,30.6935352647063,30.1077417184317,30.1904878730296,29.7150252236844,30.5984969637226,30.0044182717152,4,3,0.0409347347362254,1.38790801956456,-0.594078692007336,FALSE
"SCO1","YBR037C","SCO1",5,5,5,15.3,33.166,295,26.4681499463729,26.4910909737028,26.8737311549054,26.7341495553964,26.4128675108717,26.3100455119918,26.3727864325863,26.4681499463729,26.4910909737028,26.8737311549054,26.7341495553964,26.4128675108717,26.3100455119918,26.3727864325863,26.6417804075944,26.3652331518166,4,3,0.0617111861622989,1.20963610584959,-0.276547255777754,FALSE
"CHS2","YBR038W","CHS2",3,3,3,3.4,109.88,963,24.8769421713739,24.9297189311254,25.2375390903086,24.9809815224427,25.5570728639082,25.7140033457693,25.5869776466041,24.8769421713739,24.9297189311254,25.2375390903086,24.9809815224427,25.5570728639082,25.7140033457693,25.5869776466041,25.0062954288126,25.6193512854272,4,3,0.00161024869429542,2.79310704432887,0.613055856614547,FALSE
"ATP3","YBR039W","ATP3",13,13,13,58.2,34.35,311,30.96897824796,30.8654067315656,30.8873637560472,30.8620841641747,30.3822643408971,30.4647035928044,30.2353493175013,30.96897824796,30.8654067315656,30.8873637560472,30.8620841641747,30.3822643408971,30.4647035928044,30.2353493175013,30.8959582249369,30.3607724170676,4,3,0.00836526244010985,2.07752042953677,-0.535185807869276,FALSE
"FAT1","YBR041W","FAT1",12,12,12,23.5,77.14,669,28.2170170276711,27.9470951300616,28.1118755892936,27.7801289185892,27.7441951425997,27.8214679458187,27.894695849917,28.2170170276711,27.9470951300616,28.1118755892936,27.7801289185892,27.7441951425997,27.8214679458187,27.894695849917,28.0140291664039,27.8201196461118,4,3,0.137084616205749,0.863011279505309,-0.193909520292078,FALSE
"CST26","YBR042C","CST26",4,4,4,13.6,45.515,397,26.4311115383566,26.5751506209972,26.6923217773872,26.8057507591276,26.8509086517662,27.0608515862691,26.4624040419289,26.4311115383566,26.5751506209972,26.6923217773872,26.8057507591276,26.8509086517662,27.0608515862691,26.4624040419289,26.6260836739671,26.7913880933214,4,3,0.457412073994791,0.3396923758025,0.165304419354285,FALSE
